participant_id,timestamp,age,semester,semester_raw,department_raw,department,gender,caregiver_raw,caregiver,family_moves,friends_have,friends_want,friend_gap,attachment_style,vignette_secure,vignette_preoccupied,vignette_dismissing,vignette_fearful,anxiety_1,anxiety_2,anxiety_3,anxiety_4,anxiety,avoidance_1,avoidance_2,avoidance_3,avoidance_4,avoidance,scenario_anx_1,scenario_anx_2,scenario_anx_3,scenario_anx_4,scenario_anx_5,scenario_anx_6,scenario_anx,scenario_expect_1,scenario_expect_2,scenario_expect_3,scenario_expect_4,scenario_expect_5,scenario_expect_6,scenario_expect,fne_1,fne_2,fne_3,fne_4,fne_5,fne_6,fne,loneliness_1,loneliness_2,loneliness_3,loneliness,convo_started,approach_inhibition,avoid_rank_1,avoid_sel_1,avoid_rank_2,avoid_sel_2,avoid_rank_3,avoid_sel_3,avoid_rank_4,avoid_sel_4,avoid_rank_5,avoid_sel_5,avoid_rank_6,avoid_sel_6,n_situations_avoided,willing_followup,longstring,item_sd,straightlining_flag,nonsense_row_flag,undergraduate_flag,graduated_flag,analytic_sample,z_fne,z_sanx,z_lone,z_fri,z_inh,z_conv,reported_distress,social_cost,D,male,anx_c,avo_c,anx_x_avo,refused,cost2,distress2,D2
P036,2026-08-17 10:45:45,22.0,5.0,5th,EEE,EEE,Man,Both parents,Both parents,1,0.0,2.0,2.0,Fearful,5,4,4,4,2,2,2,2,2.0,2,2,2,2,2.0,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3.0,3,4,2,3.0,2,2,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",19,0.527565278570064,1,0,1,0,1,0.1048279693717972,0.0073603765014941,0.7316383585508495,1.2659572516541864,0.1780405918673101,-0.312702951878505,0.0560941729366457,0.4657333125484602,0.4096391396118145,1.0,-1.4781553398058254,-2.5194174757281558,3.724090394947686,1.0,0.9987978051025179,0.056094172936645724,0.9427036321658722
P037,2026-08-17 10:56:15,21.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,0,4.0,7.0,3.0,Secure,7,1,7,1,1,1,1,2,1.25,5,5,3,1,3.5,1,1,4,1,1,1,1.5,1,1,4,1,3,3,2.1666666666666665,1,1,2,1,3,1,1.5,1,1,1,1.0,2,2,2.0,1,,0,,0,,0,1.0,1,3.0,1,3,"No, thank you",5,1.311187180634443,0,0,1,0,1,-1.1571918696886712,-1.3572534268754377,-1.7124292392027978,-0.3895253082012882,0.1780405918673101,-0.312702951878505,-1.2572226482820543,-0.5591542268538202,0.6980684214282341,1.0,-2.2281553398058254,-1.019417475728155,2.2714204920350647,1.0,-1.050977273702043,-1.2572226482820543,0.20624537458001124
P038,2026-08-17 11:08:10,22.0,7.0,7th,CSE,CSE,Man,One parent,One parent,2,2.0,2.0,0.0,Dismissing,6,1,6,2,3,4,2,5,3.5,6,3,2,6,4.25,1,3,5,2,1,2,2.333333333333333,5,5,4,6,5,4,4.833333333333333,2,2,2,4,4,2,2.6666666666666665,2,1,2,1.6666666666666667,0,3,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",3,1.601261817713454,0,0,1,0,1,-0.1756208837527514,-0.5991346472215869,-0.8977400399515819,0.438215971726449,1.1432080109374658,1.3824762083049695,-0.3873777654871692,0.5165400377543257,0.9039178032414948,1.0,0.0218446601941746,-0.2694174757281553,-0.0058853332076538,1.0,-0.22976203411256643,-0.3873777654871692,0.15761573137460275
P039,2026-08-17 11:22:44,23.0,5.0,5th,EEE,EEE,Man,Both parents,Both parents,0,5.0,5.0,0.0,Secure,5,6,4,4,3,4,4,2,3.25,7,4,2,4,4.25,6,6,6,1,6,1,4.333333333333333,4,4,4,6,6,6,5.0,4,3,3,5,5,5,4.166666666666667,1,1,1,1.0,1,2,1.0,1,2.0,1,,0,,0,3.0,1,,0,3,"No, thank you",3,1.85030952010658,0,0,1,0,1,1.0863989553077174,1.2203504239476557,-1.7124292392027978,-0.8033959481651568,0.1780405918673101,0.5348866282132322,1.1533746896276864,-0.450724491821853,-1.6040991814495396,1.0,-0.2281553398058253,-0.2694174757281553,0.0614690357243849,1.0,-1.2579125936839772,1.1533746896276864,-2.4112872833116636
P040,2026-08-17 11:32:13,22.0,2.0,2nd,CSE,CSE,Man,Both parents,Both parents,0,2.0,1.0,-1.0,Dismissing,7,7,7,7,7,3,3,1,3.5,4,5,1,4,3.5,1,1,1,1,2,1,1.1666666666666667,6,6,6,6,1,6,5.166666666666667,1,1,1,1,3,1,1.3333333333333333,3,3,1,2.333333333333333,2,3,,0,1.0,1,,0,,0,,0,,0,1,"No, thank you",4,2.0938568368448625,0,0,1,0,1,-1.2974162962509457,-1.660500938736978,-0.0830508407003666,0.438215971726449,1.1432080109374658,-0.312702951878505,-1.4789586174939615,0.2964175475212608,1.7753761650152224,1.0,0.0218446601941746,-1.019417475728155,-0.0222688283532848,1.0,0.17758256551304122,-1.4789586174939617,1.656541183007003
P041,2026-08-17 12:03:57,23.0,5.0,5th,Arc,ARC,Man,Both parents,Both parents,0,5.0,5.0,0.0,Dismissing,2,3,6,5,4,2,1,1,2.0,6,6,5,5,5.5,5,4,6,2,4,4,4.166666666666667,4,5,2,6,3,5,4.166666666666667,3,1,2,2,5,3,2.6666666666666665,4,4,3,3.6666666666666665,2,2,1.0,1,2.0,1,,0,,0,3.0,1,,0,3,"No, thank you",3,1.583473764405832,0,0,1,0,1,-0.1756208837527514,1.068726668016886,1.5463275578020652,-0.8033959481651568,0.1780405918673101,-0.312702951878505,0.4465528921320672,0.1520673124064283,-0.2944855797256388,1.0,-1.4781553398058254,0.9805825242718448,-1.4494532943727023,1.0,0.3714658048184542,0.4465528921320672,-0.07508708731361302
P042,2026-08-17 12:29:28,22.0,5.0,5th,EEE,EEE,Man,Both parents,Both parents,0,4.0,5.0,1.0,Dismissing,5,3,5,2,5,3,2,5,3.75,5,5,5,4,4.75,5,5,5,2,4,4,4.166666666666667,2,4,2,5,4,4,3.5,2,2,2,3,4,2,2.5,3,3,3,3.0,1,3,3.0,1,1.0,1,,0,,0,2.0,1,,0,3,"No, thank you",4,1.2105854952787556,0,0,1,0,1,-0.3158453103150255,1.068726668016886,0.7316383585508495,-0.3895253082012882,1.1432080109374658,0.5348866282132322,0.3764406788509301,0.5050519223750648,0.1286112435241346,1.0,0.2718446601941746,0.2305825242718446,0.0626826279573946,1.0,0.17105652517478062,0.37644067885093013,-0.2053841536761495
P043,2026-08-17 12:39:34,23.0,5.0,5th,PHR,PHR,Woman,One parent,One parent,1,0.0,6.0,6.0,Fearful,4,5,4,6,4,7,6,3,5.0,7,7,7,7,7.0,4,3,3,2,3,4,3.1666666666666665,5,5,3,6,4,4,4.5,3,3,3,3,2,5,3.1666666666666665,2,3,3,2.6666666666666665,0,1,,0,,0,,0,,0,,0,,0,0,"No, thank you",4,1.6705209948063122,0,0,1,0,1,0.2450523959340714,0.1589841324322642,0.3242937589252414,1.2659572516541864,-0.7871268272028454,1.3824762083049695,0.2020182641831678,0.546400097920388,0.3443818337372202,0.0,1.5218446601941746,2.4805825242718447,3.775061268734093,1.0,0.7951255052897139,0.20201826418316782,0.5931072411065461
P044,2026-08-17 13:18:53,23.0,10.0,10th,Cse,CSE,Man,Both parents,Both parents,1,3.0,1.0,-2.0,Preoccupied,5,3,4,3,3,4,4,4,3.75,6,4,6,5,5.25,5,4,4,3,4,3,3.8333333333333335,4,5,4,5,3,5,4.333333333333333,5,4,5,4,5,4,4.5,1,3,1,1.6666666666666667,0,0,1.0,1,3.0,1,2.0,1,,0,,0,,0,3,"No, thank you",3,1.1796718254512764,0,0,1,0,1,1.3668478084322655,0.7654791561553453,-0.8977400399515819,0.0243453317625804,-1.752294246273001,1.3824762083049695,1.0661634822938055,-0.3108031865392581,-1.3769666688330635,1.0,0.2718446601941746,0.7305825242718447,0.1986049580544819,1.0,-0.4366973540945007,1.0661634822938055,-1.5028608363883063
P045,2026-08-17 13:29:58,21.0,4.0,4th,CSE,CSE,Man,One parent,One parent,0,6.0,3.0,-3.0,Dismissing,4,2,7,1,1,1,1,1,1.0,6,2,1,3,3.0,4,1,3,1,6,6,3.5,6,6,6,1,3,4,4.333333333333333,1,1,1,1,4,1,1.5,1,1,1,1.0,1,0,1.0,1,2.0,1,,0,,0,,0,3.0,1,3,"No, thank you",5,2.044456640690877,0,0,1,0,1,-1.1571918696886712,0.4622316442938047,-1.7124292392027978,-1.2172665881290254,-1.752294246273001,0.5348866282132322,-0.3474801126974332,-1.036775861347898,-0.689295748650465,1.0,-2.4781553398058254,-1.519417475728155,3.765352530870016,1.0,-1.4648479136659116,-0.3474801126974332,-1.1173678009684784
P046,2026-08-17 13:43:51,21.0,4.0,4th,CSE,CSE,Man,Both parents,Both parents,3,0.0,1.0,1.0,Dismissing,2,1,7,6,4,4,6,1,3.75,6,6,6,7,6.25,6,4,3,1,2,1,2.833333333333333,5,5,5,5,4,2,4.333333333333333,3,1,4,4,4,4,3.333333333333333,4,4,4,4.0,2,3,3.0,1,,0,,0,,0,1.0,1,2.0,1,3,"No, thank you",7,1.6793442304468058,0,0,1,0,1,0.3852768224963456,-0.1442633794292763,1.9536721574276728,1.2659572516541864,1.1432080109374658,-0.312702951878505,0.1205067215335346,1.012533617035205,0.8920268955016704,1.0,0.2718446601941746,1.730582524271845,0.4704496182486566,1.0,1.6098147045409297,0.12050672153353464,1.489307983007395
P047,2026-08-17 13:59:34,23.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,0,10.0,10.0,0.0,Secure,6,2,6,4,3,4,5,2,3.5,5,6,3,6,5.0,1,3,1,1,2,2,1.6666666666666667,6,5,6,5,4,5,5.166666666666667,2,2,2,1,5,2,2.333333333333333,2,2,3,2.333333333333333,3,3,,0,1.0,1,3.0,1,,0,2.0,1,,0,3,Yes — either is fine,3,1.7341825632157577,0,0,1,0,1,-0.4560697368773,-1.2056296709446674,-0.0830508407003666,-2.8727491479845,1.1432080109374658,-1.1602925319702424,-0.8308497039109838,-0.7432211274294108,0.0876285764815729,1.0,0.0218446601941746,0.4805825242718446,0.0104981619379771,0.0,-1.4778999943424334,-0.8308497039109838,-0.6470502904314496
P048,2026-08-17 14:11:22,19.0,1.0,1st,BIO,MNS,Woman,One parent,One parent,0,4.0,6.0,2.0,Fearful,1,4,1,3,5,7,7,6,6.25,6,7,2,6,5.25,4,2,4,1,6,5,3.6666666666666665,4,5,5,6,2,2,4.0,1,1,1,1,1,1,1.0,3,2,2,2.333333333333333,2,2,,0,1.0,1,,0,,0,2.0,1,3.0,1,3,"No, thank you",6,2.194372560883997,0,0,1,0,1,-1.577865149375494,0.6138554002245749,-0.0830508407003666,-0.3895253082012882,0.1780405918673101,-0.312702951878505,-0.4820048745754596,-0.1518096272282124,0.3301952473472471,0.0,2.771844660194174,0.7305825242718447,2.0250612687340936,1.0,-0.23628807445082742,-0.4820048745754596,0.24571680012463218
P049,2026-08-17 14:11:59,20.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,1,3.0,10.0,7.0,Dismissing,3,5,5,5,1,3,1,5,2.5,6,6,5,2,4.75,4,3,4,2,3,4,3.333333333333333,4,6,4,6,5,4,4.833333333333333,4,3,4,4,4,4,3.8333333333333335,3,3,3,3.0,2,1,,0,1.0,1,,0,,0,,0,,0,1,"No, thank you",4,1.3464055413482965,0,0,1,0,1,0.8059501021831688,0.3106078883630342,0.7316383585508495,0.0243453317625804,-0.7871268272028454,-0.312702951878505,0.5582789952731015,-0.0859615221919801,-0.6442405174650817,1.0,-0.9781553398058254,0.2305825242718446,-0.2255455273824112,1.0,0.37799184515671497,0.5582789952731015,-0.18028715011638657
P050,2026-08-17 14:45:17,22.0,7.0,7th,CSE,CSE,Man,Both parents,Both parents,2,6.0,2.0,-4.0,Dismissing,5,2,7,3,4,4,2,2,3.0,7,5,4,2,4.5,3,2,4,1,5,4,3.1666666666666665,5,5,3,6,3,4,4.333333333333333,4,2,4,2,3,3,3.0,2,3,3,2.6666666666666665,3,1,3.0,1,2.0,1,1.0,1,,0,,0,,0,3,"No, thank you",2,1.3789408372052496,0,0,1,0,1,0.1048279693717972,0.1589841324322642,0.3242937589252414,-1.2172665881290254,-0.7871268272028454,-1.1602925319702424,0.1319060509020307,-0.710098047094218,-0.8420040979962488,1.0,-0.4781553398058253,-0.0194174757281553,0.0092845697049674,1.0,-0.446486414601892,0.13190605090203075,-0.5783924655039228
P051,2026-08-17 15:03:49,19.0,1.0,1st,BIO,MNS,Man,Both parents,Both parents,1,6.0,7.0,1.0,Preoccupied,6,5,4,3,4,4,4,5,4.25,4,4,2,3,3.25,2,2,3,1,2,4,2.333333333333333,5,5,4,6,5,5,5.0,3,5,2,4,2,4,3.333333333333333,2,2,2,2.0,1,1,3.0,1,,0,1.0,1,2.0,1,,0,,0,3,"No, thank you",3,1.3252009792737027,0,0,1,0,1,0.3852768224963456,-0.5991346472215869,-0.4903954403259741,-1.2172665881290254,-0.7871268272028454,0.5348866282132322,-0.1069289123626206,-0.4899755568611532,-0.3830466444985325,1.0,0.7718446601941746,-1.269417475728155,-0.979793100197945,1.0,-0.8538310142274999,-0.10692891236262067,-0.7469021018648792
P052,2026-08-17 15:25:09,22.0,12.0,12th,CSE,CSE,Woman,Both parents,Both parents,1,2.0,1.0,-1.0,Fearful,1,1,1,3,4,2,1,4,2.75,7,7,7,7,7.0,4,6,3,1,2,6,3.6666666666666665,5,5,5,6,5,6,5.333333333333333,5,3,2,5,4,3,3.6666666666666665,3,2,3,2.6666666666666665,2,2,1.0,1,,0,2.0,1,,0,,0,3.0,1,3,"No, thank you",4,1.8449772049268,0,0,1,0,1,0.6657256756208942,0.6138554002245749,0.3242937589252414,0.438215971726449,0.1780405918673101,-0.312702951878505,0.6397905379227345,0.1569618426601239,-0.4828286952626106,0.0,-0.7281553398058254,2.4805825242718447,-1.806249410877557,1.0,0.38125486532584524,0.6397905379227345,-0.2585356725968893
P053,2026-08-17 15:42:29,23.0,9.0,9th,CS,CSE,Woman,Both parents,Both parents,0,2.0,4.0,2.0,Fearful,5,3,6,7,4,1,1,1,1.75,7,3,5,4,4.75,1,1,5,1,1,2,1.8333333333333333,5,4,2,6,4,4,4.166666666666667,5,3,2,4,4,4,3.6666666666666665,1,3,2,2.0,2,2,3.0,1,1.0,1,2.0,1,,0,,0,,0,3,"No, thank you",3,1.7391464981052982,0,0,1,0,1,0.6657256756208942,-1.0540059150138972,-0.4903954403259741,0.438215971726449,0.1780405918673101,-0.312702951878505,-0.1941401196965014,-0.04671045715268,0.1474296625438214,0.0,-1.7281553398058254,0.2305825242718446,-0.3984824205862947,1.0,-0.02608973429976255,-0.19414011969650147,0.16805038539673892
P054,2026-08-17 15:46:31,20.0,4.0,4th,LAW,LAW,Woman,Both parents,Both parents,2,2.0,4.0,2.0,Fearful,2,2,1,6,7,7,7,7,7.0,4,2,1,1,2.0,6,6,6,1,6,2,4.5,2,4,1,6,1,6,3.333333333333333,5,5,5,5,5,5,5.0,3,4,4,3.6666666666666665,1,3,2.0,1,1.0,1,,0,,0,3.0,1,,0,3,"No, thank you",6,2.08560631342094,0,0,1,0,1,1.7875210881190886,1.371974179878426,1.5463275578020652,0.438215971726449,1.1432080109374658,0.5348866282132322,1.5797476339987573,0.9156595421698032,-0.6640880918289541,0.0,3.521844660194174,-2.5194174757281558,-8.87299698369309,1.0,0.9922717647642572,1.5797476339987573,-0.5874758692345001
P055,2026-08-17 16:02:24,22.0,6.0,6th,CSE ,CSE,Man,Grandparents or other relatives,Grandparents / other relatives,0,1.0,5.0,4.0,Preoccupied,7,4,7,1,1,1,1,1,1.0,7,1,7,7,5.5,1,1,3,2,2,2,1.8333333333333333,1,2,2,1,5,5,2.6666666666666665,4,4,3,5,4,3,3.8333333333333335,1,1,1,1.0,0,3,,0,1.0,1,,0,3.0,1,,0,2.0,1,3,"No, thank you",4,2.0159462812453595,0,0,1,0,1,0.8059501021831688,-1.0540059150138972,-1.7124292392027978,0.8520866116903177,1.1432080109374658,1.3824762083049695,-0.1240279064153642,0.4163353979324888,0.5403633043478531,1.0,-2.4781553398058254,0.9805825242718448,-2.4300358186445474,1.0,-0.43017131375624,-0.12402790641536421,-0.3061434073408758
P056,2026-08-17 17:09:04,21.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,3,3.0,4.0,1.0,Dismissing,4,2,7,3,6,4,3,6,4.75,5,6,5,7,5.75,2,4,5,1,1,2,2.5,1,2,5,1,2,2,2.1666666666666665,3,2,2,3,5,2,2.833333333333333,3,2,2,2.333333333333333,1,3,1.0,1,,0,2.0,1,,0,3.0,1,,0,3,"No, thank you",2,1.7859605741487674,0,0,1,0,1,-0.0353964571904772,-0.4475108912908164,-0.0830508407003666,0.0243453317625804,1.1432080109374658,0.5348866282132322,-0.2414536742406468,0.404847282553228,0.6463009567938749,1.0,1.2718446601941746,1.230582524271845,1.565109812423414,1.0,-0.029352754468893103,-0.24145367424064684,0.21210091977175374
P057,2026-08-17 17:09:47,23.0,6.0,6th,CSE,CSE,Man,Both parents,Both parents,2,5.0,2.0,-3.0,Fearful,3,5,7,7,1,1,1,1,1.0,2,1,4,3,2.5,4,5,5,2,4,4,4.0,3,3,3,3,3,3,3.0,4,4,4,4,4,2,3.6666666666666665,4,3,3,3.333333333333333,1,1,,0,,0,,0,,0,,0,,0,0,"No, thank you",6,1.2095677687472162,0,0,1,0,1,0.6657256756208942,0.9171029120861154,1.138982958176457,-0.8033959481651568,-0.7871268272028454,0.5348866282132322,0.7914142938535048,0.0208367027554217,-0.7705775910980831,1.0,-2.4781553398058254,-2.0194174757281558,5.004430200772929,1.0,0.1677935050056501,0.7914142938535048,-0.6236207888478547
P058,2026-08-17 18:52:38,22.0,5.0,5th,CSE ,CSE,Man,Both parents,Both parents,0,,,,Secure,7,7,7,4,4,4,4,4,4.0,4,4,4,7,4.75,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1.0,1,2,1,1.3333333333333333,0,0,1.0,1,2.0,1,,0,3.0,1,,0,,0,3,"No, thank you",19,1.6142835345902709,1,0,1,0,1,-1.577865149375494,-1.8121246946677485,-1.30508463957719,,-1.752294246273001,1.3824762083049695,-1.6949949220216212,-0.5583008925150738,1.1366940295065473,1.0,0.5218446601941746,0.2305825242718446,0.1203282590253558,1.0,-1.30508463957719,-1.6949949220216212,0.38991028244443116
P059,2026-08-17 19:14:41,22.0,9.0,9th,CSE,CSE,Man,Both parents,Both parents,3,3.0,7.0,4.0,Secure,1,1,1,1,1,1,1,1,1.0,3,3,2,3,2.75,1,1,3,1,1,1,1.3333333333333333,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1.0,1,1,1,1.0,0,0,1.0,1,3.0,1,,0,2.0,1,,0,,0,3,Yes — an interview,18,0.712312545559585,1,0,1,0,1,-1.577865149375494,-1.508877182806208,-1.7124292392027978,0.0243453317625804,-1.752294246273001,1.3824762083049695,-1.543371166090851,-0.5144754863520622,1.0288956797387887,1.0,-2.4781553398058254,-1.769417475728155,4.384891365821472,0.0,-0.8440419537201087,-1.543371166090851,0.6993292123707422
P060,2026-08-17 19:52:40,22.0,3.0,3rd,EEE,EEE,Woman,Both parents,Both parents,1,3.0,5.0,2.0,Dismissing,3,3,6,5,1,4,4,4,3.25,6,7,5,7,6.25,6,1,4,4,6,2,3.8333333333333335,3,3,3,6,6,6,4.5,3,4,4,3,4,2,3.333333333333333,3,3,2,2.6666666666666665,2,2,,0,,0,,0,,0,,0,,0,0,"No, thank you",3,1.6903085094570331,0,0,1,0,1,0.3852768224963456,0.7654791561553453,0.3242937589252414,0.0243453317625804,0.1780405918673101,-0.312702951878505,0.5753779893258455,0.0534941826691567,-0.5218838066566888,0.0,-0.2281553398058253,1.730582524271845,-0.3948416438872657,1.0,0.17431954534391092,0.5753779893258455,-0.4010584439819346
P061,2026-08-17 20:14:37,20.0,4.0,4th,CSE,CSE,Woman,Both parents,Both parents,1,3.0,4.0,1.0,Dismissing,5,4,6,2,5,4,3,6,4.5,2,6,3,6,4.25,4,3,3,5,6,6,4.5,5,4,5,5,3,3,4.166666666666667,4,3,4,3,5,4,3.8333333333333335,2,3,1,2.0,3,2,,0,1.0,1,3.0,1,,0,,0,2.0,1,3,"No, thank you",2,1.3627702877384935,0,0,1,0,1,0.8059501021831688,1.371974179878426,-0.4903954403259741,0.0243453317625804,0.1780405918673101,-1.1602925319702424,1.0889621410307972,-0.3620755121665815,-1.4510376531973788,0.0,1.0218446601941746,-0.2694174757281553,-0.2753028089358091,1.0,-0.23302505428169687,1.0889621410307972,-1.3219871953124942
P062,2026-08-17 22:09:59,21.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,1,5.0,5.0,0.0,Secure,5,4,2,3,1,1,6,4,3.0,4,4,3,7,4.5,3,4,4,1,1,1,2.333333333333333,6,6,6,6,6,6,6.0,1,1,1,1,1,1,1.0,1,1,2,1.3333333333333333,2,2,1.0,1,2.0,1,3.0,1,,0,,0,,0,3,"No, thank you",8,2.209473556984736,0,0,1,0,1,-1.577865149375494,-0.5991346472215869,-1.30508463957719,-0.8033959481651568,0.1780405918673101,-0.312702951878505,-1.0884998982985403,-0.5607857369383854,0.5277141613601551,1.0,-0.4781553398058253,-0.0194174757281553,0.0092845697049674,1.0,-1.0542402938711735,-1.0884998982985405,0.034259604427367085
P063,2026-08-17 22:14:47,21.0,5.0,5th,CSE,CSE,Woman,Sisters ,Other,0,2.0,3.0,1.0,Dismissing,1,1,4,4,1,4,1,1,1.75,5,5,7,2,4.75,1,5,6,1,1,2,2.6666666666666665,2,6,4,1,1,1,2.5,1,1,1,1,5,1,1.6666666666666667,3,2,2,2.333333333333333,2,3,,0,2.0,1,3.0,1,,0,1.0,1,,0,3,"No, thank you",7,1.9564217865523152,0,0,1,0,1,-1.0169674431263969,-0.2958871353600463,-0.0830508407003666,0.438215971726449,1.1432080109374658,-0.312702951878505,-0.6564272892432216,0.2964175475212608,0.9528448367644824,0.0,-1.7281553398058254,0.2305825242718446,-0.3984824205862947,1.0,0.17758256551304122,-0.6564272892432216,0.8340098547562628
P064,2026-08-17 22:16:11,23.0,7.0,7th,Bio,MNS,Woman,Both parents,Both parents,0,2.0,1.0,-1.0,Secure,7,7,7,7,4,4,1,2,2.75,4,4,1,4,3.25,1,4,1,4,4,4,3.0,1,4,1,4,4,4,3.0,4,1,4,4,4,4,3.5,1,1,1,1.0,4,3,3.0,1,,0,,0,,0,,0,,0,1,Yes — either is fine,4,1.4477773010033317,0,0,1,0,1,0.5255012490586201,0.0073603765014941,-1.7124292392027978,0.438215971726449,1.1432080109374658,-2.007882112061979,0.2664308127800571,-0.5347218421502156,-0.8011526549302727,0.0,-0.7281553398058254,-1.269417475728155,0.924333113394288,0.0,-0.6371066337381743,0.2664308127800571,-0.9035374465182314
P065,2026-08-17 22:26:17,24.0,8.0,8th,CSE,CSE,Man,Both parents,Both parents,3,3.0,3.0,0.0,Dismissing,5,3,7,1,1,1,1,1,1.0,1,1,1,1,1.0,1,3,4,4,1,3,2.6666666666666665,1,1,4,4,1,3,2.333333333333333,1,1,1,3,3,3,2.0,3,1,2,2.0,0,0,2.0,1,1.0,1,,0,3.0,1,,0,,0,3,Yes — either is fine,9,1.193166090784114,0,0,1,0,1,-0.7365185900018484,-0.2958871353600463,-0.4903954403259741,0.0243453317625804,-1.752294246273001,1.3824762083049695,-0.5162028626809474,-0.2089670366328562,0.3072358260480911,1.0,-2.4781553398058254,-3.5194174757281558,8.721663210481667,0.0,-0.23302505428169687,-0.5162028626809474,0.28317780839925055
P066,2026-08-17 22:28:20,22.0,6.0,6th,BBA,BBA,Woman,Both parents,Both parents,0,3.0,6.0,3.0,Fearful,7,6,3,7,6,7,7,7,6.75,7,7,7,5,6.5,6,6,6,1,6,1,4.333333333333333,1,1,1,6,3,6,3.0,5,4,5,5,5,4,4.666666666666667,3,3,3,3.0,1,0,,0,,0,,0,,0,,0,,0,0,Yes — an interview,6,2.1114279714964788,0,0,1,0,1,1.5070722349945402,1.2203504239476557,0.7316383585508495,0.0243453317625804,-1.752294246273001,0.5348866282132322,1.363711329471098,-0.1153559819365847,-1.4790673114076824,0.0,3.271844660194174,1.980582524271845,6.480158356112734,0.0,0.37799184515671497,1.3637113294710979,-0.9857194843143828
P067,2026-08-17 22:29:43,22.0,6.0,6th,Biotech,MNS,Woman,Both parents,Both parents,1,3.0,3.0,0.0,Fearful,1,3,5,6,4,4,5,4,4.25,6,4,4,7,5.25,4,5,6,4,6,3,4.666666666666667,4,3,1,5,1,4,3.0,2,3,2,4,4,2,2.833333333333333,3,3,3,3.0,1,2,2.0,1,1.0,1,3.0,1,,0,,0,,0,3,Yes — either is fine,3,1.448627684219684,0,0,1,0,1,-0.0353964571904772,1.5235979358091964,0.7316383585508495,0.0243453317625804,0.1780405918673101,0.5348866282132322,0.7441007393093596,0.3672277275984931,-0.3768730117108665,0.0,0.7718446601941746,0.7305825242718447,0.5638962201904043,0.0,0.37799184515671497,0.7441007393093596,-0.36610889415264464
P068,2026-08-17 22:36:50,21.0,5.0,5th,CSE,CSE,Man,Both parents,Both parents,1,2.0,5.0,3.0,Preoccupied,5,3,4,5,3,3,6,6,4.5,2,4,4,4,3.5,4,4,4,5,5,5,4.5,5,5,2,2,2,2,3.0,3,3,1,1,1,3,2.0,3,3,3,3.0,0,1,,0,,0,,0,2.0,1,1.0,1,,0,2,"No, thank you",6,1.424625091119171,0,0,1,0,1,-0.7365185900018484,1.371974179878426,0.7316383585508495,0.438215971726449,-0.7871268272028454,1.3824762083049695,0.3177277949382888,0.4413009278448556,0.1235731329065668,1.0,1.0218446601941746,-1.019417475728155,-1.04168630408144,1.0,0.5849271651386493,0.3177277949382888,0.2671993702003605
P069,2026-08-17 22:53:25,23.0,6.0,6th,MNS,MNS,Woman,Both parents,Both parents,1,1.0,1.0,0.0,Secure,6,4,5,3,2,2,2,2,2.0,2,2,2,2,2.0,2,2,2,2,2,2,2.0,2,2,2,2,2,2,2.0,2,2,2,2,2,2,2.0,2,2,2,2.0,2,2,,0,2.0,1,,0,,0,,0,,0,1,Yes — an interview,29,0.0,1,0,1,0,1,-0.7365185900018484,-0.902382159083127,-0.4903954403259741,0.8520866116903177,0.1780405918673101,-0.312702951878505,-0.8194503745424877,0.0567572028382871,0.8762075773807749,0.0,-1.4781553398058254,-2.5194174757281558,3.724090394947686,0.0,0.1808455856821718,-0.8194503745424877,1.0002959602246595
P070,2026-08-17 23:05:59,21.0,2.0,2nd,Bba,BBA,Man,Hostel or boarding,Other,0,0.0,0.0,0.0,Preoccupied,7,3,3,3,3,1,4,3,2.75,2,3,2,2,2.25,4,2,2,3,1,4,2.6666666666666665,1,4,1,3,2,2,2.1666666666666665,4,4,4,4,1,3,3.333333333333333,2,3,3,2.6666666666666665,1,3,2.0,1,,0,,0,,0,,0,,0,1,Yes — an interview,4,1.078221487614989,0,0,1,0,1,0.3852768224963456,-0.2958871353600463,0.3242937589252414,1.2659572516541864,1.1432080109374658,0.5348866282132322,0.0446948435681496,0.8170864124325316,0.7723915688643819,1.0,-0.7281553398058254,-2.2694174757281558,1.6524884532001134,0.0,0.7951255052897139,0.04469484356814962,0.7504306617215644
